Time_sec;Vision_X_mm;Vision_Y_mm;Voltage_V;Current_mA
1,098;NaN;NaN;4,02;0,0
1,232;NaN;NaN;4,02;0,0
1,280;NaN;NaN;4,02;0,0
1,346;NaN;NaN;4,01;0,0
1,394;NaN;NaN;4,01;0,0
1,454;NaN;NaN;4,01;0,0
1,511;NaN;NaN;4,01;0,0
1,569;NaN;NaN;4,01;0,0
1,616;NaN;NaN;4,01;0,0
1,649;NaN;NaN;4,01;0,0
1,706;NaN;NaN;4,01;0,0
1,772;NaN;NaN;4,01;0,0
1,820;NaN;NaN;4,01;0,0
1,877;NaN;NaN;4,00;0,0
1,941;NaN;NaN;4,00;0,0
2,007;NaN;NaN;4,00;0,0
2,076;NaN;NaN;4,00;0,0
2,127;NaN;NaN;4,00;0,0
2,175;NaN;NaN;4,00;0,0
2,208;NaN;NaN;4,00;0,0
2,272;NaN;NaN;4,00;0,0
2,320;NaN;NaN;4,00;0,0
2,370;NaN;NaN;4,00;0,0
2,434;NaN;NaN;3,99;0,0
2,482;NaN;NaN;3,99;0,0
2,547;NaN;NaN;3,99;0,0
2,612;NaN;NaN;3,99;0,0
2,675;NaN;NaN;3,99;0,0
2,739;NaN;NaN;3,99;0,0
2,803;NaN;NaN;3,99;0,0
2,870;NaN;NaN;3,99;0,0
2,926;NaN;NaN;3,99;0,0
2,996;NaN;NaN;3,98;0,0
3,054;NaN;NaN;3,98;0,0
3,119;NaN;NaN;3,98;0,0
3,175;NaN;NaN;3,98;0,0
3,224;NaN;NaN;3,98;0,0
3,287;NaN;NaN;3,98;0,0
3,351;NaN;NaN;3,98;0,0
3,419;NaN;NaN;3,98;0,0
3,467;NaN;NaN;3,98;0,0
3,531;NaN;NaN;3,98;0,0
3,595;NaN;NaN;3,97;0,0
3,659;NaN;NaN;3,97;0,0
3,729;NaN;NaN;3,97;0,0
3,788;NaN;NaN;3,97;0,0
3,852;NaN;NaN;3,97;0,0
3,918;NaN;NaN;3,97;0,0
3,984;NaN;NaN;3,96;0,0
4,048;NaN;NaN;3,96;0,0
4,121;NaN;NaN;3,96;0,0
4,185;NaN;NaN;3,96;0,0
4,249;NaN;NaN;3,96;0,0
4,316;NaN;NaN;3,96;0,0
4,377;NaN;NaN;3,96;0,0
4,441;NaN;NaN;3,96;0,0
4,506;NaN;NaN;3,96;0,0
4,570;NaN;NaN;3,96;0,0
4,634;NaN;NaN;3,95;0,0
4,666;NaN;NaN;3,95;0,0
4,717;NaN;NaN;3,95;0,0
4,778;NaN;NaN;3,95;0,0
4,826;NaN;NaN;3,95;0,0
4,874;NaN;NaN;3,95;0,0
4,938;NaN;NaN;3,95;0,0
5,018;NaN;NaN;3,95;0,0
5,079;NaN;NaN;3,95;0,0
5,138;NaN;NaN;3,95;0,0
5,186;NaN;NaN;3,94;0,0
5,234;NaN;NaN;3,94;0,0
5,281;NaN;NaN;3,94;0,0
5,329;NaN;NaN;3,94;0,0
5,377;NaN;NaN;3,94;0,0
5,441;NaN;NaN;3,94;0,0
5,507;NaN;NaN;3,94;0,0
5,568;NaN;NaN;3,94;0,3
5,619;NaN;NaN;3,94;0,0
5,681;NaN;NaN;3,94;0,0
5,745;NaN;NaN;3,94;0,0
