Time_sec;Vision_X_mm;Vision_Y_mm;Voltage_V;Current_mA
0,976;96,6;121,8;0,01;0,0
1,076;96,8;121,6;0,01;0,0
1,116;96,8;122,1;0,01;0,0
1,155;96,8;121,6;0,01;0,0
1,186;96,6;121,8;0,01;0,0
1,216;96,6;121,3;0,01;0,0
1,256;96,6;121,3;0,01;0,0
1,288;96,8;122,6;0,01;0,0
1,320;97,0;121,8;0,01;0,0
1,350;96,6;121,8;0,01;0,0
1,384;96,8;121,6;0,01;0,0
1,417;96,3;121,6;0,01;0,0
1,457;96,3;121,6;0,01;0,0
1,501;96,3;121,6;0,01;0,0
1,546;NaN;NaN;0,01;0,0
1,601;NaN;NaN;0,01;0,0
1,639;NaN;NaN;0,01;0,0
1,670;NaN;NaN;0,01;0,0
1,696;NaN;NaN;0,01;0,0
1,729;NaN;NaN;0,01;0,0
1,784;NaN;NaN;0,01;0,0
1,813;NaN;NaN;0,01;0,0
1,865;NaN;NaN;0,01;0,0
1,912;NaN;NaN;0,01;0,0
1,942;NaN;NaN;0,01;0,0
1,971;NaN;NaN;0,01;0,0
2,001;NaN;NaN;0,01;0,0
2,049;NaN;NaN;0,01;0,0
2,100;NaN;NaN;0,01;0,0
2,163;95,1;121,8;0,01;0,0
2,227;92,4;123,0;0,01;0,0
2,259;NaN;NaN;0,01;0,0
2,314;NaN;NaN;0,01;0,0
2,344;NaN;NaN;0,01;0,0
2,391;NaN;NaN;0,01;0,0
2,439;NaN;NaN;0,01;0,0
2,503;NaN;NaN;0,01;0,0
2,535;NaN;NaN;0,01;0,0
2,583;NaN;NaN;0,01;0,0
2,640;88,5;118,0;0,01;0,0
2,689;NaN;NaN;0,01;0,0
2,761;NaN;NaN;0,01;0,0
2,821;NaN;NaN;0,01;0,0
2,862;NaN;NaN;0,01;0,0
2,894;NaN;NaN;0,01;0,0
2,941;NaN;NaN;0,01;0,0
2,989;NaN;NaN;0,01;0,0
3,037;NaN;NaN;0,01;0,0
3,094;NaN;NaN;0,01;0,0
3,134;NaN;NaN;0,01;0,0
3,198;NaN;NaN;0,01;0,0
3,246;NaN;NaN;0,01;0,0
3,282;NaN;NaN;0,01;0,0
3,342;NaN;NaN;0,01;0,0
3,406;NaN;NaN;0,01;0,0
3,454;86,8;110,2;0,01;0,0
3,502;87,5;111,9;0,01;0,0
3,550;NaN;NaN;0,01;0,0
3,598;NaN;NaN;0,01;0,0
3,646;NaN;NaN;0,01;0,0
3,711;NaN;NaN;0,01;0,0
3,791;NaN;NaN;0,01;0,0
3,839;NaN;NaN;0,01;0,0
3,884;NaN;NaN;0,01;0,0
3,919;NaN;NaN;0,01;0,0
3,967;NaN;NaN;0,01;0,0
4,014;NaN;NaN;0,01;0,0
4,079;NaN;NaN;0,01;0,0
4,129;NaN;NaN;0,01;0,0
4,185;NaN;NaN;0,01;0,0
4,217;NaN;NaN;0,01;0,0
4,264;NaN;NaN;0,01;0,0
4,313;NaN;NaN;0,01;0,0
4,361;NaN;NaN;0,01;0,0
4,409;NaN;NaN;0,01;0,0
4,473;NaN;NaN;0,01;0,0
4,505;NaN;NaN;0,01;0,0
4,553;NaN;NaN;0,01;0,0
4,617;NaN;NaN;0,01;0,0
4,663;NaN;NaN;0,01;0,0
4,749;NaN;NaN;0,01;0,0
4,794;NaN;NaN;0,01;0,0
4,833;NaN;NaN;0,01;0,0
4,865;83,6;116,6;0,01;0,0
4,892;84,1;116,6;0,01;0,0
4,904;83,4;116,3;0,01;0,0
4,929;84,1;116,6;0,01;0,0
4,964;84,1;116,6;0,01;0,0
4,983;83,8;116,3;0,01;0,0
5,010;83,6;116,6;0,01;0,0
5,033;83,6;116,6;0,01;0,0
5,060;NaN;NaN;0,01;0,0
5,116;NaN;NaN;0,01;0,0
5,159;NaN;NaN;0,01;0,0
5,199;NaN;NaN;0,01;0,0
5,238;NaN;NaN;0,01;0,0
5,278;NaN;NaN;0,01;0,0
5,309;NaN;NaN;0,01;0,0
5,343;NaN;NaN;0,01;0,0
5,372;NaN;NaN;0,01;0,0
5,421;NaN;NaN;0,01;0,0
5,452;NaN;NaN;0,01;0,0
5,473;NaN;NaN;0,01;0,0
5,499;NaN;NaN;0,01;0,0
5,527;NaN;NaN;0,01;0,0
5,553;NaN;NaN;0,02;0,0
5,577;NaN;NaN;0,01;0,0
5,603;NaN;NaN;0,01;0,0
5,635;NaN;NaN;0,01;0,0
5,662;NaN;NaN;0,01;0,0
5,689;NaN;NaN;0,01;0,0
5,738;NaN;NaN;0,01;0,0
5,765;NaN;NaN;0,01;0,0
5,792;NaN;NaN;0,01;0,0
5,816;94,4;119,5;0,01;0,0
5,836;94,4;119,5;0,01;0,0
5,900;95,1;119,8;0,01;0,0
5,945;94,9;119,5;0,01;0,0
5,982;94,9;119,5;0,01;0,0
