Time_sec;Vision_X_mm;Vision_Y_mm;Voltage_V;Current_mA
1,252;NaN;NaN;0,01;0,0
1,517;NaN;NaN;0,01;0,0
1,571;NaN;NaN;0,01;0,1
1,630;NaN;NaN;0,01;0,0
1,678;NaN;NaN;0,01;0,0
1,724;NaN;NaN;0,01;0,0
1,768;NaN;NaN;0,01;0,0
1,824;NaN;NaN;0,01;0,0
1,865;NaN;NaN;0,01;0,0
1,912;NaN;NaN;0,01;0,0
1,967;NaN;NaN;0,01;0,0
2,020;NaN;NaN;0,01;0,0
2,073;NaN;NaN;0,01;0,0
2,120;NaN;NaN;0,01;0,0
2,174;NaN;NaN;0,01;0,0
2,217;NaN;NaN;0,01;0,0
2,271;NaN;NaN;0,01;0,0
2,317;NaN;NaN;0,01;0,0
2,372;NaN;NaN;0,01;0,0
2,423;NaN;NaN;0,01;0,0
2,471;NaN;NaN;0,01;0,0
2,513;NaN;NaN;0,01;0,0
2,571;NaN;NaN;0,01;0,0
2,616;NaN;NaN;0,01;0,0
2,664;NaN;NaN;0,01;0,0
2,716;NaN;NaN;0,01;0,0
2,768;NaN;NaN;0,01;0,0
2,817;NaN;NaN;0,01;0,0
2,899;NaN;NaN;0,01;0,0
2,949;NaN;NaN;0,01;0,0
2,998;NaN;NaN;0,01;0,0
3,045;NaN;NaN;0,01;0,0
3,088;NaN;NaN;0,01;0,0
3,128;NaN;NaN;0,01;0,0
3,168;NaN;NaN;0,01;0,0
3,224;NaN;NaN;0,01;0,0
3,275;NaN;NaN;0,01;0,0
3,317;NaN;NaN;0,01;0,0
3,361;NaN;NaN;0,01;0,0
3,409;NaN;NaN;0,01;0,0
3,459;NaN;NaN;0,01;0,0
3,502;NaN;NaN;0,01;0,0
3,556;NaN;NaN;0,01;0,0
3,611;NaN;NaN;0,01;0,0
3,658;NaN;NaN;0,01;0,0
3,705;NaN;NaN;0,01;0,0
3,746;NaN;NaN;0,01;0,0
3,790;NaN;NaN;0,01;0,0
3,834;NaN;NaN;0,01;0,0
3,886;NaN;NaN;0,01;0,0
3,938;NaN;NaN;0,01;0,0
3,985;NaN;NaN;0,01;0,2
4,029;NaN;NaN;0,01;0,0
4,078;NaN;NaN;0,01;0,0
4,124;NaN;NaN;0,01;0,0
4,176;NaN;NaN;0,01;0,0
4,229;NaN;NaN;0,01;0,0
4,279;NaN;NaN;0,01;0,0
4,331;NaN;NaN;0,01;0,0
4,372;NaN;NaN;0,01;0,0
4,418;NaN;NaN;0,01;0,0
4,455;NaN;NaN;0,01;0,0
4,500;NaN;NaN;0,01;0,0
4,553;NaN;NaN;0,01;0,0
4,613;NaN;NaN;0,01;0,0
4,658;NaN;NaN;0,01;0,0
4,699;NaN;NaN;0,01;0,0
4,745;NaN;NaN;0,01;0,0
4,793;NaN;NaN;0,01;0,0
4,821;NaN;NaN;0,01;0,0
4,879;NaN;NaN;0,01;0,0
4,922;NaN;NaN;0,01;0,0
4,974;NaN;NaN;0,01;0,0
5,022;NaN;NaN;0,01;0,0
5,065;NaN;NaN;0,01;0,2
5,115;NaN;NaN;0,01;0,0
5,163;NaN;NaN;0,01;0,0
5,219;NaN;NaN;0,01;0,0
5,268;NaN;NaN;0,01;0,0
5,319;NaN;NaN;0,01;0,0
5,366;NaN;NaN;0,01;0,0
5,414;NaN;NaN;0,01;0,0
5,477;NaN;NaN;0,01;0,0
5,523;NaN;NaN;0,01;0,0
5,574;NaN;NaN;0,01;0,0
5,627;NaN;NaN;0,01;0,0
