Time_sec;Vision_X_mm;Vision_Y_mm;Voltage_V;Current_mA
1,081;NaN;NaN;0,01;0,0
1,309;NaN;NaN;0,01;0,0
1,359;NaN;NaN;0,01;0,0
1,396;NaN;NaN;0,01;0,0
1,434;NaN;NaN;0,01;0,0
1,466;NaN;NaN;0,01;0,0
1,496;NaN;NaN;0,01;0,0
1,528;NaN;NaN;0,01;0,0
1,570;NaN;NaN;0,01;0,0
1,603;NaN;NaN;0,01;0,0
1,628;NaN;NaN;0,01;0,0
1,667;NaN;NaN;0,02;0,0
1,692;NaN;NaN;0,01;0,0
1,740;NaN;NaN;0,01;0,0
1,767;NaN;NaN;0,01;0,0
1,795;NaN;NaN;0,01;0,0
1,835;NaN;NaN;0,01;0,0
1,865;NaN;NaN;0,01;0,0
1,882;NaN;NaN;0,01;0,0
1,914;NaN;NaN;0,01;0,0
1,946;NaN;NaN;0,01;0,0
1,978;NaN;NaN;0,01;0,0
2,026;NaN;NaN;0,01;0,0
2,057;NaN;NaN;0,01;0,0
2,095;NaN;NaN;0,01;0,0
2,139;NaN;NaN;0,01;0,0
2,169;NaN;NaN;0,02;0,0
2,215;NaN;NaN;0,01;0,0
2,243;NaN;NaN;0,01;0,0
2,269;NaN;NaN;0,01;0,0
2,291;NaN;NaN;0,01;0,0
2,323;NaN;NaN;0,01;0,0
2,369;NaN;NaN;0,01;0,0
2,386;NaN;NaN;0,01;0,0
2,418;NaN;NaN;0,01;0,0
2,451;NaN;NaN;0,01;0,0
2,483;NaN;NaN;0,01;0,0
2,515;NaN;NaN;0,01;0,0
2,547;NaN;NaN;0,01;0,0
2,579;NaN;NaN;0,01;0,0
2,627;NaN;NaN;0,01;0,0
2,646;NaN;NaN;0,01;0,0
2,685;NaN;NaN;0,01;0,0
2,717;NaN;NaN;0,01;0,0
2,749;NaN;NaN;0,01;0,0
2,770;NaN;NaN;0,01;0,0
2,802;NaN;NaN;0,01;0,0
2,834;NaN;NaN;0,01;0,0
2,871;NaN;NaN;0,01;0,0
2,899;NaN;NaN;0,01;0,0
2,931;NaN;NaN;0,01;0,0
2,971;NaN;NaN;0,01;0,0
3,019;NaN;NaN;0,01;0,0
3,062;NaN;NaN;0,01;0,0
